Court,Date,Session Name,Start Time,End Time,Interval (min),Category,SubCategory,Capacity,Restrictions,Court Cost,Guest Price,Member Price
"Bubble Court 4","2025-06-03","U14 3 Star + 1 Hitting (Group 1) Fitness @5-5:30pm","15:30","17:00","90","2000","2010","0","None","0","0","0"
"Bubble Court 4","2025-06-03","Fitness 6 Hitting kids + 8 Compete U14 kids","17:00","17:30","30","2000","2010","0","None","0","0","0"
"Bubble Court 4","2025-06-03","U14 3Star 3+1 Hitting (Group 2) Fitness @5-5:30pm","17:30","19:00","90","2000","2010","0","None","0","0","0"
"Bubble Court 4","2025-06-03","Adult 2.0-2.5","19:00","20:30","90","2000","2010","0","None","0","0","0"
"Bubble Court 4","2025-06-03","Adult 3.5","20:30","22:00","90","2000","2010","0","None","0","0","0"
"Bubble Court 4","2025-06-03","Booking","22:00","23:00","60","1000","0","0","None","0","0","0"
"Bubble Court 4","2025-06-03","Closed","23:00","23:30","30","8000","0","0","None","0","0","0"
"Bubble Court 4","2025-06-04","Closed","06:00","06:30","30","8000","0","0","None","0","0","0"
"Bubble Court 4","2025-06-04","All court times & fees 2","06:30","10:00","30","0","0","1","Member","0","0","0"
"Bubble Court 4","2025-06-04","Booking","10:00","11:00","60","1000","0","0","None","35","0","0"
"Bubble Court 4","2025-06-04","Booking","11:00","12:30","90","1000","0","0","None","0","0","0"
"Bubble Court 4","2025-06-04","All court times & fees 2","12:30","13:00","30","0","0","1","Member","0","0","0"
"Bubble Court 4","2025-06-04","Booking","13:00","14:30","90","1000","0","0","None","52.5","0","0"
"Bubble Court 4","2025-06-04","All court times & fees 2","14:30","15:00","30","0","0","1","Member","0","0","0"
"Bubble Court 4","2025-06-04","Coaching: Ethan","15:00","16:00","60","2000","2010","0","None","0","0","0"
"Bubble Court 4","2025-06-04","Junior U12 4 Star","16:00","18:00","120","2000","2010","0","None","0","0","0"
"Bubble Court 4","2025-06-04","Fitness (U10+U12 2/3/4 Star)","18:00","18:30","30","2000","2010","0","None","0","0","0"
"Bubble Court 4","2025-06-04","Junior U12 - 3 Star","18:30","20:30","120","2000","2010","0","None","0","0","0"
"Bubble Court 4","2025-06-04","Adult 3.0","20:30","22:00","90","2000","2010","0","None","0","0","0"
"Bubble Court 4","2025-06-04","Booking","22:00","23:00","60","1000","0","0","None","28","0","0"
"Bubble Court 4","2025-06-04","Closed","23:00","23:30","30","8000","0","0","None","0","0","0"
"Bubble Court 4","2025-06-05","Closed","06:00","06:30","30","8000","0","0","None","0","0","0"
"Bubble Court 4","2025-06-05","All court times & fees 2","06:30","09:00","30","0","0","1","Member","0","0","0"
"Bubble Court 4","2025-06-05","Coaching: Caglar","09:00","10:00","60","2000","2010","0","None","0","0","0"
"Bubble Court 4","2025-06-05","All court times & fees 2","10:00","11:00","30","0","0","1","Member","0","0","0"
"Bubble Court 4","2025-06-05","Booking","11:00","12:00","60","1000","0","0","None","35","0","0"
"Bubble Court 4","2025-06-05","All court times & fees 2","12:00","15:00","30","0","0","1","Member","0","0","0"
"Bubble Court 4","2025-06-05","Coaching: Ethan","15:00","16:00","60","2000","2010","0","None","0","0","0"
"Bubble Court 4","2025-06-05","Learn the Fun Thursday Green Ball Group","16:00","17:30","90","2000","2010","0","None","0","0","0"
"Bubble Court 4","2025-06-05","Develop U14 Group (Thursday no fitness)","17:30","19:00","90","2000","2010","0","None","0","0","0"
"Bubble Court 4","2025-06-05","Adult 4.0-4.5","19:00","20:30","90","2000","2010","0","None","0","0","0"
"Bubble Court 4","2025-06-05","Adult 5.0","20:30","22:00","90","2000","2010","0","None","0","0","0"
"Bubble Court 4","2025-06-05","Booking","22:00","23:00","60","1000","0","0","None","28","0","0"
"Bubble Court 4","2025-06-05","Closed","23:00","23:30","30","8000","0","0","None","0","0","0"
"Bubble Court 4","2025-06-06","Closed","06:00","06:30","30","8000","0","0","None","0","0","0"
"Bubble Court 4","2025-06-06","All court times & fees 2","06:30","07:00","30","0","0","1","Member","0","0","0"
"Bubble Court 4","2025-06-06","Booking","07:00","09:00","120","1000","0","0","None","0","0","0"
"Bubble Court 4","2025-06-06","Coaching: Caglar","09:00","10:00","60","2000","2010","0","None","0","0","0"
"Bubble Court 4","2025-06-06","Booking","10:00","11:00","60","1000","0","0","None","35","0","0"
"Bubble Court 4","2025-06-06","All court times & fees 2","11:00","12:00","30","0","0","1","Member","0","0","0"
"Bubble Court 4","2025-06-06","Coaching: Caglar","12:00","13:00","60","2000","2010","0","None","0","0","0"
"Bubble Court 4","2025-06-06","Coaching: Caglar","13:00","14:00","60","2000","2010","0","None","0","0","0"
"Bubble Court 4","2025-06-06","Booking","14:00","16:00","120","1000","0","0","None","0","0","0"
"Bubble Court 4","2025-06-06","All court times & fees 2","16:00","17:00","30","0","0","1","Member","0","0","0"
"Bubble Court 4","2025-06-06","RRT-Jazmin","17:00","20:00","180","3000","3010","0","None","0","0","0"
"Bubble Court 4","2025-06-06","All court times & fees 2","20:00","23:00","30","0","0","1","Member","0","0","0"
"Bubble Court 4","2025-06-06","Closed","23:00","23:30","30","8000","0","0","None","0","0","0"
"Bubble Court 4","2025-06-07","Closed","06:00","06:30","30","8000","0","0","None","0","0","0"
"Bubble Court 4","2025-06-07","Closed","06:30","07:00","30","8000","0","0","None","0","0","0"
"Bubble Court 4","2025-06-07","Junior Saturday Match Play","07:00","09:00","120","2000","2020","0","None","0","0","0"
"Bubble Court 4","2025-06-07","Instructor Course","09:00","17:00","480","3000","3010","0","None","0","0","0"
"Bubble Court 4","2025-06-07","RRT-Jazmin","17:00","20:00","180","3000","3010","0","None","0","0","0"
"Bubble Court 4","2025-06-07","All court times & fees 2","20:00","23:00","30","0","0","1","Member","0","0","0"
"Bubble Court 4","2025-06-07","Closed","23:00","23:30","30","8000","0","0","None","0","0","0"
"Bubble Court 4","2025-06-08","Closed","06:00","06:30","30","8000","0","0","None","0","0","0"
"Bubble Court 4","2025-06-08","Closed","06:30","07:00","30","8000","0","0","None","0","0","0"
"Bubble Court 4","2025-06-08","Closed","07:00","07:30","30","8000","0","0","None","0","0","0"
"Bubble Court 4","2025-06-08","Booking","07:30","09:00","90","1000","0","0","None","42","0","0"
"Bubble Court 4","2025-06-08","Instructor Course","09:00","17:00","480","3000","3010","0","None","0","0","0"
"Bubble Court 4","2025-06-08","All court times & fees 2","17:00","20:30","30","0","0","1","Member","0","0","0"
"Bubble Court 4","2025-06-08","Booking","20:30","22:30","120","1000","0","0","None","66.5","0","0"
"Bubble Court 4","2025-06-08","All court times & fees 2","22:30","23:00","30","0","0","1","Member","0","0","0"
"Bubble Court 4","2025-06-08","Closed","23:00","23:30","30","8000","0","0","None","0","0","0"
