Court,Date,Session Name,Start Time,End Time,Interval (min),Category,SubCategory,Capacity,Restrictions,Court Cost,Guest Price,Member Price
"Stanley Park Court #6","2025-06-05","Default","06:30","08:00","30","0","0","1","Administrator, Member","0","0","0"
"Stanley Park Court #6","2025-06-05","Maintenance","08:00","09:00","60","7000","0","0","None","0","0","0"
"Stanley Park Court #6","2025-06-05","Default","09:00","10:30","30","0","0","1","Member","0","0","0"
"Stanley Park Court #6","2025-06-05","YMCA Booking","10:30","12:30","120","4000","4010","0","None","0","0","0"
"Stanley Park Court #6","2025-06-05","Default","12:30","16:30","30","0","0","1","Member","0","0","0"
"Stanley Park Court #6","2025-06-05","Booking","16:30","18:00","90","1000","0","0","None","0","0","0"
"Stanley Park Court #6","2025-06-05","Adult--Develop 3.0","18:00","19:30","90","2000","2010","0","None","0","0","0"
"Stanley Park Court #6","2025-06-05","Adult Developing 2.-2.5","19:30","21:00","90","2000","2010","0","None","0","0","0"
"Stanley Park Court #6","2025-06-06","Booking","06:30","08:00","90","1000","0","0","None","0","0","0"
"Stanley Park Court #6","2025-06-06","Maintenance","08:00","09:00","60","7000","0","0","None","0","0","0"
"Stanley Park Court #6","2025-06-06","Default","09:00","10:30","30","0","0","1","Member","0","0","0"
"Stanley Park Court #6","2025-06-06","Booking","10:30","12:30","120","1000","0","0","None","12","0","0"
"Stanley Park Court #6","2025-06-06","Default","12:30","15:00","30","0","0","1","Member","0","0","0"
"Stanley Park Court #6","2025-06-06","U16-SS2","15:00","21:00","360","3000","3010","0","None","0","0","0"
"Stanley Park Court #6","2025-06-07","Default","06:30","08:00","30","0","0","1","Administrator, Member","0","0","0"
"Stanley Park Court #6","2025-06-07","U16-SS2","08:00","21:00","780","3000","3010","0","None","0","0","0"
"Stanley Park Court #6","2025-06-08","Default","06:30","08:00","30","0","0","1","Administrator, Member","0","0","0"
"Stanley Park Court #6","2025-06-08","U16-SS2","08:00","12:00","240","3000","3010","0","None","0","0","0"
"Stanley Park Court #6","2025-06-08","Family Day Event--Iverson","12:00","16:00","240","4000","4010","0","None","0","0","0"
"Stanley Park Court #6","2025-06-08","Family Day Event--Iverson","16:00","20:00","240","4000","4010","0","None","0","0","0"
"Stanley Park Court #6","2025-06-08","Default","20:00","21:00","30","0","0","1","Member","0","0","0"
